Ticket created - Month,Customer,Product Name,Application,Incident Type,Ticket Type,Ticket Category,Incident Description,Incident Severity,Resolution Steps,Resolved by
August,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User have login issues,Severity 3,"1. User has login issues
2. Dhivya checked in SSP and requested further details to the user
3. No response from the user hence the ticket has been closed",L1
August,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User was unable to login,Severity 3,"1. User was unable to login
2. Divya checked the details and asked user for more details
3. Since there is no response from the customer closing the ticket",L1
August,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,"1. User has login issue
2. Dhivya checked in SSP and requested further details to the user
3. No response from the user hence the ticket has been closed",Severity 3,"1. User has login issues
2. Dhivya checked in SSP and requested further details to the user
3. No response from the user hence the ticket has been closed",L1
August,Wheeltek,LOS,Web Application,Product,Request,Request on User modification,User need branch updation,Severity 4,"1. User want update branch
2. Dhivya checked in SSP and requested further details to the user
3. No response from the user hence the ticket has been closed",L1
September,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on payment recording,User has allocation issues,Severity 3,"1. User has issue on allocations
2. Dhivya checked in SSP and informed the user to connect with Sir Rendell
3. Confirmation was given to the user",L1
September,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User has login issues,Severity 3,"1. User faced login issues.
2. Dhivya checked in SSP and asked the user to reset password
3. User reset the password",L1
September,Wheeltek,LOS,Web Application,Product,Incident,Issue on payment recording,User having issue while recording payment,Severity 3,"1. User having issue while recording payment
2. Dhivya checked the details 
3. Asked to clear cache and try it",L1
September,Wheeltek,Fintech - AIDC,dashboard_web,Product,Request,Request on User modification,Manager wants to update branch,Severity 4,"1. Manager wants to update branch
2. Divya checked the details
3. Informed manager that the branch is already updated",L1
September,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User approved transactions doesn't reflect in EC pay,Severity 3,"1. User approved transactions doesn't reflect in EC pay
2. Divya checked in SSP and mailed the customer asking for details.
3. Since no response from customer for 48 hours, the ticket has been closed",L1
September,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,Sales persons collection is not reflecting in Cashier dashboard,Severity 3,"1. Sales persons collection is not reflecting in the cashier dashboard
2. Divya checked the details and forwarded to L2
3. L2 team created a cashier account, since there was no cashier assigned in the particular branch",L1
September,Wheeltek,Fintech - AIDC,Mobile,Product,Request,Request on User modification,User wants to update branch,Severity 4,"1. User wants to update branch
2. Dhivya checked in SSP and updated the branch
3. Confirmation mail was sent to the user.",L1
September,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,User was unable to login,Severity 3,"1. User was unable to login
2. Divya checked the details
3. asked user to reset password from login page",L1
September,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User approved payment but not reflected in Ec pay,Severity 3,"1. User approved payment but not reflected in Ec pay
2. Divya checked in SSP and asked for necessary details to the user via email.
3. Since no response from user for 48 hours, this ticket is being closed",L1
September,Wheeltek,Fintech - AIDC,Web Application,Product,Incident,Issue on payment recording,User approved transactions in but not seen in EC pay,Severity 3,"1. User approved transactions in but not seen in EC pay
2. Dhivya checked in SSP and asked the user for some more necessary details
3. Since there was no response from user for more than 48 hours, this ticket is being closed",L1
September,Wheeltek,LOS,Web Application,Product,Incident,Issue on payment recording,User unable to login loan,Severity 3,"1. Issue on payment recording
2. Dhivya checked in SSP and asked the user for more details
3. the user request was resolved in ticket 6339. Hence closing this ticket",L1
September,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on user login,User has login issues.,Severity 3,"1. User has login issues.
2. Dhivya checked in SSP and requested user for more details.
3. No response from user for more than 48 hours. Hence closing the ticket",L1
September,Wheeltek,LOS,Web Application,Product,Incident,Issue on user login,User has login issues,Severity 3,"1. User has login issues
2. Dhivya checked SSP and asked the user for more details
3. Since no response from user for more than 48 hours, closing this ticket",L1
September,Wheeltek,Denali,Web Application,Product,Incident,Issue on user login,User has login issues,Severity 3,"1. User has login issues
2. Divya checked in SSP and the user has to contact admin to resolve the issue
3. Confirmation mail was sent to the user.",L1
September,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User wants to login to LOS,Severity 3,"1. User wants to login to LOS
2. Dhivya checked in SSP and asked the user for more details
3. Since there is no response from the user more than 48 hours, closing this ticket",L1
September,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User has login issues,Severity 3,"1. User has issue on login
2. Dhivya checked in SSP and asked the user for more details.
3. Issue was resolved on ticket number 6356. hence closing this ticket",L1
September,Wheeltek,Fintech - AIDC,Mobile,Product,Incident,Issue on payment recording,User has allocation issue,Severity 3,"1. user facing allocation issues
2. Divya checked in SSP and asked the user for more details
3. Since we have not received any response from user for more than 48 hours, this ticket is being closed",L1
September,Wheeltek,UP,Web Application,Product,Incident,Issue on payment recording,User has approved transactions that is not reflected in EC pay,Severity 3,"1. User has approved transactions that is not reflected in EC pay
2. Divya checked in SSP and asked the user for more details
3. Since there is no response from the user for more than 48 hours, closing this ticket",L1
September,Wheeltek,UP,Web Application,Product,Incident,Issue on user login,User has login issue,Severity 3,"1. Issue on user login
2. Divya checked in SSP and asked the user for necessary details
3. Since there is no response from the user for more than 48 hours, closing this ticket",L1
September,Wheeltek,UP,Web Application,Product,Incident,Issue on Dashboard,User was unable to check CS details,Severity 3,"1. User was unable to see CS details
2. Divya checked the details
3. Asked user to clear cache",L1
